
,aX,aY,aZ,roll,pitch,yaw
3,-0.14495677233429394,-0.17951795179517951,0.4670467046704671,-0.1660615627466456,-0.07426803142109022,0.9034272436828348
4,-0.17463976945244955,-0.17951795179517951,0.4670467046704671,-0.1660615627466456,-0.07474410854558439,0.9041533546325878
5,-0.17463976945244955,-0.17821782178217824,0.4241424142414241,-0.1781373322809787,-0.09497738633658653,0.9054603543421436
6,-0.12449567723342939,-0.19601960196019605,0.3584358435843585,-0.21412786108918705,-0.09497738633658653,0.9054603543421436
7,-0.1253602305475504,-0.19601960196019605,0.3584358435843585,-0.21412786108918705,-0.07367293501547252,0.9058960209119954
8,-0.1253602305475504,-0.20802080208020804,0.35993599359935996,-0.24759273875295976,-0.07938586050940252,0.9090909090909092
9,-0.21498559077809795,-0.34193419341934195,0.42474247424742473,-0.30189423835832674,-0.07938586050940252,0.9090909090909092
10,-0.21498559077809795,-0.34193419341934195,0.42474247424742473,-0.30189423835832674,-0.10176148536062843,0.9353761254719721
11,-0.18847262247838614,-0.46974697469746973,0.6976697669766978,-0.2644830307813733,-0.043323018328969294,0.9684867847807145
12,-1.0,-0.6100610061006101,1.0,-0.2644830307813733,-0.043323018328969294,0.9684867847807145
13,-1.0,-0.6100610061006101,1.0,-0.24293606945540647,-0.1974529873839562,1.0
14,-0.11498559077809797,-1.0,1.0,-0.34546172059984215,0.003808616995953345,0.945832123148417
15,-0.05446685878962535,-1.0,0.56995699569957,-0.4088397790055248,0.007855272554153773,0.945832123148417
16,-0.11930835734870315,-1.0,0.56995699569957,-0.4088397790055248,0.007855272554153773,0.8973279117049086
17,-0.11930835734870315,-1.0,-0.7121712171217122,-0.8951854775059195,-0.0027374434658414665,0.9130119082195759
18,0.5662824207492795,-0.16091609160916093,-0.8501850185018502,-0.8951854775059195,-0.0027374434658414665,0.9130119082195759
19,0.5662824207492795,-0.16091609160916093,-0.8501850185018502,-0.6625887924230466,1.0,0.8733662503630555
20,-0.06945244956772334,0.3047304730473047,-0.5096509650965096,1.0,-0.18900261842418473,0.868138251524833
21,0.05244956772334294,0.41554155415541555,-0.10641064106410641,1.0,-0.18900261842418473,0.868138251524833
22,0.05244956772334294,0.41554155415541555,-0.10641064106410641,0.8588792423046566,0.05046417519638182,0.8633459192564624
23,0.0893371757925072,0.46984698469846986,-0.18051805180518055,0.8384372533543805,0.16793620566531778,0.8520185884403138
24,0.17925072046109508,0.4164416441644165,-0.24692469246924695,0.8384372533543805,0.16793620566531778,0.8520185884403138

0,-0.4790005316321106,-0.14691469146914693,0.46224622462246223,-0.1060949502581539,-0.14112643381879106,0.901023890784983
1,-0.27006911217437535,-0.18081808180818082,0.46224622462246223,-0.1060949502581539,-0.14112643381879106,0.901023890784983
2,-0.27006911217437535,-0.18081808180818082,0.4910491049104911,-0.12624354615287747,-0.07591184430983373,0.8960466439135382
3,-0.2748538011695907,-0.18681868186818681,0.47434743474347435,-0.13556227175418714,-0.0830003866477639,0.8957622298065985
4,-0.27166400850611383,-0.20632063206320633,0.47434743474347435,-0.13556227175418714,-0.0830003866477639,0.8957622298065985
5,-0.27166400850611383,-0.20632063206320633,0.40444044404440443,-0.1622591613146959,-0.09163552004124242,0.8994596131968147
6,-0.2748538011695907,-0.23212321232123215,0.31643164316431643,-0.21458254627880619,-0.10439489624951669,0.9099829351535837
7,-0.06698564593301436,-0.30913091309130913,0.31643164316431643,-0.21458254627880619,-0.10439489624951669,0.9099829351535837
8,-0.06698564593301436,-0.30913091309130913,0.4731473147314732,-0.20601939302354869,-0.019074623018430208,0.9310295790671218
9,-0.28654970760233917,-0.3067306730673068,0.40574057405740577,-0.2279309910590606,-0.13519783477252223,0.9734072810011378
10,0.1850079744816587,-0.3977397739773978,0.40574057405740577,-0.2279309910590606,-0.13519783477252223,0.9734072810011378
11,0.1850079744816587,-0.3977397739773978,0.5038503850385039,-0.23680896612517316,0.01868797525454311,0.9835039817974972
12,-0.3774587985114301,-0.38183818381838186,0.5586558655865587,-0.22031230323636825,-0.08390256476350044,1.0
13,0.3689526847421585,-0.38183818381838186,0.5586558655865587,-0.22031230323636825,-0.08390256476350044,1.0
14,0.3689526847421585,-0.6104610461046105,0.9845984598459847,-0.21477143936531923,0.023456631009150665,0.9921786120591581
15,-0.4226475279106858,-0.9865986598659867,1.0,-0.2740209041682408,-0.08570692099497358,0.9921786120591581
16,-0.21584263689526847,-0.9865986598659867,1.0,-0.2740209041682408,-0.08570692099497358,0.9805176336746304
17,-0.21584263689526847,-1.0,0.823982398239824,-0.30122150862611763,-0.07217424925892511,0.918230944254835
18,0.1286549707602339,-1.0,-0.36703670367036706,-0.6259916887041934,0.23443742750354427,0.8791240045506258
19,0.4965443912812334,-1.0,-0.36703670367036706,-0.6259916887041934,0.23443742750354427,0.8791240045506258
20,0.4965443912812334,-0.2609260926092609,-0.8674867486748675,-1.0,0.05980152081453795,0.7812855517633676
21,1.0,0.17371737173717375,-0.5676567656765676,0.49445913612895104,0.05980152081453795,0.7812855517633676
22,-0.5933014354066987,0.17371737173717375,-0.5676567656765676,0.49445913612895104,1.0,0.7655005688282139
23,-0.5933014354066987,0.42654265426542654,-0.17701770177017703,0.7380052890064224,-0.2292821239850496,0.7869738339021617
24,0.3120680489101542,0.4742474247424743,-0.15901590159015902,0.7380052890064224,-0.2292821239850496,0.7869738339021617

0,-0.10071090047393365,-0.19821982198219823,0.46984698469846986,-0.15515126737530663,-0.12424913057224155,0.9642023346303502
1,-0.057760663507109004,-0.19821982198219823,0.46984698469846986,-0.15515126737530663,-0.12424913057224155,0.96
2,-0.057760663507109004,-0.23092309230923094,0.47654765476547656,-0.17525211229217771,-0.050901043313310156,0.9526848249027238
3,-0.12707345971563982,-0.22272227222722274,0.4257425742574258,-0.18622240392477515,-0.17072399620613343,0.9472373540856031
4,-0.11196682464454977,-0.22272227222722274,0.4257425742574258,-0.18622240392477515,-0.17072399620613343,0.9472373540856031
5,-0.11196682464454977,-0.24122412241224125,0.37373737373737376,-0.22076860179885527,-0.1925387290546949,0.9417898832684825
6,-0.26569905213270145,-0.2635263526352635,0.4008400840084008,-0.23937040065412923,-0.371798925071135,0.9417898832684825
7,-0.19549763033175355,-0.2635263526352635,0.4008400840084008,-0.23937040065412923,-0.371798925071135,0.938988326848249
8,-0.19549763033175355,-0.30503050305030505,0.36903690369036907,-0.2522485690923958,-0.23363895036357887,0.9378988326848249
9,-0.408175355450237,-0.3262326232623262,0.48084808480848085,-0.238280185336604,-0.42617767941827384,0.9557976653696497
10,-0.2103080568720379,-0.3262326232623262,0.48084808480848085,-0.238280185336604,-0.42617767941827384,0.9557976653696497
11,-0.2103080568720379,-0.4782478247824783,0.8101810181018103,-0.21375034069228674,-0.12393297502371167,0.969182879377432
12,-1.0,-0.9601960196019603,1.0,-0.2730307985827201,-0.533354410369902,0.9889494163424124
13,-0.11433649289099526,-0.9601960196019603,1.0,-0.2730307985827201,-0.533354410369902,0.9889494163424124
14,-0.11433649289099526,-1.0,0.9976997699769978,-0.30710002725538293,0.03699019917799557,0.9884824902723736
15,-0.1691350710900474,-1.0,-0.28772877287728776,-0.6516080675933497,-0.7865950047423332,1.0
16,0.05864928909952607,-1.0,-0.28772877287728776,-0.6516080675933497,-0.7865950047423332,1.0
17,0.05864928909952607,-0.3207320732073208,-0.7243724372437245,-1.0,0.0015807777426493836,0.9716731517509728
18,0.12085308056872039,0.07410741074107412,-0.6990699069906992,0.7400517852275825,0.7398039835599115,0.9716731517509728
19,-0.21682464454976305,0.07410741074107412,-0.6990699069906992,0.7400517852275825,0.7398039835599115,0.9567315175097276
20,-0.21682464454976305,0.3418341834183419,-0.27282728272827284,0.9111474516216953,-0.18178944040467912,0.9662256809338521
